ADRIAN,male
ADRIÁN,male
ADRIANA,female
ADRIANE,female
ADRIANNA,female
ADRIANNE,female
ADRIANO,male
ADRIENE,female
ADRIENN,female
ADRIENNE,female
ADWOA,female
Æ_EL_RY_,female
Æ_ELBERT,male
Æ_ELFRID,male
Æ_ELMÆR,male
Æ_ELRED,male
Æ_ELSTAN,male
AEGLE,female
ÆLFWINE,male
AELLA,female
ÆLRED,male
AEMILIA,female
AENEAS,male
AENGUS,male
AEOLUS,male
AERONWEN,female
AERONWY,female
ÆSC,male
AESCHYLUS,male
AESON,male
AESOP,male
AFANASI,male
AFANASY,male
AFANEN,female
AFIA,female
AFOLABI,male
AFON,female
AFONSO,male
AFRA,female
AFRICA,female
AFTON,female
AFUA,female
AGAFYA,female
AGAMEMNON,male
AGAPE,female
AGAPIOS,male
AGATA,female
AGATHA,female
AGATHANGELOS,female
AGATHE,female
AGATHON,male
AGAUE,female
AGGIE,female
AGHAVNI,female
ÁGI,female
AGLAIA,female
AGLAYA,female
AGLEA,female
AGNES,female
AGNÈS,female
ÁGNES,female
AGNESE,female
AGNESSA,female
AGNETA,female
AGNETHE,female
AGNIESZKA,female
AGNUS,female
AGOSTINA,female
AGOSTINHO,male
AGOSTINO,male
ÁGOSTON,male
ÁGOTA,female
AGRAFENA,female
AGRIPINA,female
AGRIPPA,male
AGRIPPINA,female
AGRONA,female
AGUEDA,female
ÁGUEDA,female
AGUSTIN,male
AGUSTÍN,male
AGUSTINA,female
AH,male
AHAB,male
AHARON,male
AHMAD,male
AHMED,male
AHMET,male
AHRIMAN,male
AHTAHKAKOOP,male
AHURA MAZDA,male
AHUVA,female
AI,female
AIAS,male
AIDA,female
AIDAN,male
AIDE,female
AIDEN,male
AIGNÉIS,female
AIKATERINE,female
AIKO,female
AILBHE,male
AILEAS,female
AILEEN,female
AILENE,female
AILILL,male
AILÍN,male
AILÍS,female
AILPEIN,male
AILSA,female
AIMÉ,male
AIMEE,female
AIMÉE,female
AIMO,male
AINA,female
AINDREA,male
AINDRÉAS,male
AINDRIÚ,male
ÁINE,female
AINGEAL,female
AINO,female
AINSLEY,male
AINSLIE,male
AINTZANE,female
AIOLOS,male
AISHA,female
AISLIN,female
AISLING,female
AISLINN,female
AITHNE,female
AITOR,male
AJA,female
AJAX,male
AJEET,male
AJIT,male
AJITH,male
AKAKIOS,male
AKAMU,male
AKANKSHA,female
AKEEM,male
AKEMI,female
AKHIL,male
AKI,male
AKIKO,female
AKILAH,female
AKILINA,female
AKIM,male
AKINYI,female
AKIO,male
AKIRA,male
AKIVA,male
AKONI,male
AKOSUA,female
AKSEL,male
AKSINYA,female
AKU,male
AKUA,female
AKULINA,female
AL,male
ALABA,female
ALAIN,male
ALAINA,female
ALAINE,female
ALAN,male
ALANA,female
ALANE,female
ALANIS,female
ALANNA,female
ALANNAH,female
ALANNIS,female
ALAOIS,male
ALARIC,male
ALASDAIR,male
ALASTAIR,male
ALASTAR,male
ALASTRÍONA,female
ALAYNA,female
ALBA,female
ALBAN,male
ALBERIC,male
ALBERT,male
ALBERTA,female
ALBERTHA,female
ALBERTINA,female
ALBERTINE,female
ALBERTO,male
ALBINA,female
ALBRECHT,male
ALBY,male
ALCAEUS,male
ALCIPPE,female
ALCYONE,female
ALDA,female
ALDEN,male
ALDO,male
ALDOUS,male
ALDRICK,male
ALEA,female
ALEASE,female
ALEC,male
ALECHJO,male
ALECIA,female
ALED,male
ALEEN,female
ALEESHA,female
ALEIDA,female
ALEISHA,female
ALEIT,female
ALEJANDRA,female
ALEJANDRINA,female
ALEJANDRO,male
ALEJO,male
ALEKSANDAR,male
ALEKSANDER,male
ALEKSANDR,male
ALEKSANDRA,female
ALEKSANDRINA,female
ALEKSANDRO,male
ALEKSANTERI,male
ALEKSEI,male
ALEKSI,male
ALENA,female
ALENE,female
ALENKA,female
ALES,male
ALESHA,female
ALESHIA,female
ALESIA,female
ALESSA,female
ALESSANDRA,female
ALESSANDRO,male
ALESSIA,female
ALESSIO,male
ALETA,female
ALETHA,female
ALETHEA,female
ALETHIA,female
ALEX,male
ALEXA,female
ALEXANDER,male
ALEXANDR,male
ALEXANDRA,female
ALEXANDRE,male
ALEXANDREA,female
ALEXANDRIA,female
ALEXANDRIE,female
ALEXANDRINA,female
ALEXANDROS,male
ALEXANDRU,male
ALEXEI,male
ALEXEJ,male
ALEXIA,female
ALEXINA,female
ALEXIS,female
ALEXIUS,male
ALEXUS,female
ALF,male
ALFEO,male
ALFHILD,female
ALFONS,male
ALFONSINA,female
ALFONSO,male
ALFONZO,male
ALFRED,male
ALFRÉD,male
ALFREDA,female
ALFREDIA,female
ALFREDO,male
ALFSIGR,female
ALGAR,male
ALGER,male
ALGERNON,male
ALI,male
ALIA,female
ALIAH,female
ALICA,female
ALICE,female
ALICIA,female
ALIDA,female
ALIISA,female
ALIN,male
ALINA,female
ALINE,female
ALIS,female
ALISA,female
ALISE,female
ALISHA,female
ALISHIA,female
ALISIA,female
ALISON,female
ALISSA,female
ALISTAIR,male
ALISTER,male
ALISYA,female
ALITA,female
ALIYAH,female
ALIZ,female
ALIZA,female
ALLA,female
ALLAN,male
ALLANNAH,female
ALLEEN,female
ALLEGRA,female
ALLEGRIA,female
ALLEN,male
ALLENA,female
ALLENE,female
ALLIE,female
ALLINE,female
ALLISON,female
ALLON,male
ALLY,female
ALLYCIA,female
ALLYSON,female
ALMA,female
ALMAS,female
ALMEDA,female
ALMETA,female
ALMIRA,female
ALMUDENA,female
ALODIA,female
ALOIS,male
ALOISIA,female
ALOISIO,male
ALOJZ,male
ALON,male
ALONA,female
ALONDRA,female
ALONSO,male
ALONZO,male
ALOYSIUS,male
ALP,male
ALPERTTI,male
ALPHAEUS,male
ALPHONSE,male
ALPHONSINE,female
ALPHONSO,male
ALPHONSUS,male
ALPHONZO,male
ALPIN,male
ALTA,female
ALTAGRACIA,female
ALTAN,male
ALTE,female
ALTER,male
ALTHA,female
ALTHEA,female
ALTON,male
ALUDRA,female
ALUN,male
ALVA,male
ALVAH,male
ALVAR,male
ALVARO,male
ÁLVARO,male
ALVENA,female
ALVERA,female
ALVERTA,female
ALVILDA,female
ALVIN,male
ALVINA,female
ALVIS,male
ALWILDA,female
ALWYN,male
ALYA,female
ALYCE,female
ALYCIA,female
ALYONA,female
ALYS,female
ALYSA,female
ALYSE,female
ALYSHA,female
ALYSIA,female
ALYSON,female
ALYSSA,female
ALYSSIA,female
ALYUSHA,male
ALYX,female
ALZBETA,female
AMA,female
AMABEL,female
AMADA,female
AMADEO,male
AMADEUS,male
AMADO,male
AMAL,female
AMALA,female
AMALIA,female
AMÁLIA,female
AMALRIC,male
AMALTHEA,female
AMANDA,female
AMANDINE,female
AMANDO,male
AMANI,female
AMAR,male
AMARA,female
AMARANTA,female
AMARANTE,female
AMARDAD,male
AMARIAH,male
AMARYLLIS,female
AMATERASU,female
AMATO,male
AMAURY,male
AMAYA,female
AMBER,female
AMBERLY,female
AMBRA,female
AMBRE,female
AMBROGINO,male
AMBROGIO,male
AMBROISE,male
AMBROSE,male
AMBROSIA,female
AMBROSINE,female
AMBROSIO,male
AMBRUS,male
AMEDEA,female
AMÉDÉE,male
AMEDEO,male
AMEDEUS,male
AMEE,female
AMELIA,female
AMÉLIA,female
AMÉLIE,female
AMEN,male
AMENHOTEP,male
AMERICA,female
AMERICO,male
AMERIGO,male
AMETHYST,female
AMHLAIDH,male
AMHLAOIBH,male
AMI,female
AMIAS,male
AMICE,female
AMIE,female
AMIEE,female
AMIKA,female
AMILCAR,male
AMILIA,female
AMIN,male
AMINA,female
AMINDA,female
AMINTA,female
AMIR,male
AMIRA,female
AMITA,female
AMITTAI,male
AMITY,female
AMMIE,female
AMMIEL,male
AMMON,male
AMON,male
AMOS,male
AMPARO,female
AMRIT,male
AMRITA,female
AMY,female
AMYAS,male
AMYNTA,female
ANA,female
ANABEL,female
ANACLETO,male
ANACLETUS,male
ANAHID,female
ANAHITA,female
ANAÏS,female
ANAITIS,female
ANAKIN,male
ANAKONI,male
ANALISA,female
ANAMARIA,female
ANAN,male
ANAND,male
ANANDA,female
ANANI,male
ANANIAS,male
ANANTA,male
ANANTH,male
ANANTHA,male
ANARGYROS,male
ANARU,male
ANAS,male
ANASS,male
ANASTACIA,female
ANASTAS,male
ANASTASIA,female
ANASTASIE,female
ANASTASIO,male
ANASTASIOS,male
ANASTASIUS,male
ANASZTÁZ,male
ANASZTÁZIA,female
ANAT,female
ANATOLE,male
ANATOLI,male
ANATOLIUS,male
ANATOLY,male
ANATU,female
ANAXAGORAS,male
ANCA,female
ANCHJO,male
ANDELA,female
ANDER,male
ANDERA,female
ANDERS,male
ANDERSON,male
ANDOR,male
ANDRA,female
ANDRAS,male
ANDRÁS,male
ANDRASTE,female
ANDRE,male
ANDRÉ,male
ANDREA,female
ANDREAS,male
ANDREE,female
ANDRÉE,female
ANDREEA,female
ANDREI,male
ANDREIA,female
ANDREJ,male
ANDREJA,female
ANDRES,male
ANDRÉS,male
ANDREU,male
ANDREW,male
ANDRIA,female
ANDRIANA,female
ANDRIES,male
ANDRIJA,male
ANDRINA,female
ANDRIS,male
ANDRIY,male
ANDRO,male
ANDROCLES,male
ANDROMACHE,female
ANDROMEDA,female
ANDRONIKOS,male
ANDRZEJ,male
ANDY,male
ANE,female
ANEIRIN,male
ANELIE,female
ANEMONE,female
ANETTE,female
ANEURIN,male
ANFISA,female
ANGEL,male
ANGELA,female
ÁNGELA,female
ANGELE,female
ANGÈLE,female
ANGELENA,female
ANGELES,female
ANGELIA,female
ANGELIC,female
ANGELICA,female
ANGELIKA,female
ANGELINA,female
ANGELINE,female
ANGELIQUE,female
ANGELITA,female
ANGELLA,female
ANGELLE,female
ANGELO,male
ANGELOS,male
ANGELYN,female
ANGERONA,female
ANGHARAD,female
ANGIE,female
ANGILA,female
ANGLA,female
ANGLE,female
ANGLEA,female
ANGUS,male
ANGYALKA,female
ANH,female
ANIA,female
ANIBAL,male
ANICA,female
ANICETUS,male
ANIELA,female
ANIKA,female
ANIKETOS,male
ANIKÓ,female
ANIMA,female
ANIRUDDHA,male
ANISA,female
ANISE,female
ANISHA,female
ANISIM,male
ANISSA,female
ANITA,female
ANITRA,female
ANJA,female
ANJALI,female
ANJANETTE,female
ANJELICA,female
ANKA,female
ANKE,female
ANKUR,male
ANN,female
ANNA,female
ANNABEL,female
ANNABELL,female
ANNABELLA,female
ANNABELLE,female
ANNALEE,female
ANNALISA,female
ANNAMAE,female
ANNAMARIA,female
ANNAMARIE,female
ANNAS,male
ANNE,female
ANNEKA,female
ANNEKE,female
ANNELI,female
ANNELIE,female
ANNELIESE,female
ANNELISE,female
ANNELLE,female
ANNEMARIE,female
ANNETT,female
ANNETTA,female
ANNETTE,female
ANNICE,female
ANNICK,female
ANNIE,female
ANNIINA,female
ANNIKA,female
ANNIKKI,female
ANNIS,female
ANNITA,female
ANNMARIE,female
ANNUNCIATA,female
ANNUNZIATA,female
ANNUSKA,female
ANONA,female
ANOUK,female
ANOUSH,female
ANOUSKA,female
ANRAÍ,male
ANSEL,male
ANSELM,male
ANSELMA,female
ANSELME,male
ANSELMO,male
ANSGAR,male
ANSHEL,male
ANSON,male
ANTAL,male
ANTANAS,male
ANTE,male
ANTERO,male
ANTHEA,female
ANTHONY,male
ANTIGONE,female
ANTIGONUS,male
ANTIONE,male
ANTIONETTE,female
ANTIOPE,female
ANTIPATER,male
ANTJE,female
ANTO,male
ANTOINE,male
ANTOINETTE,female
ANTON,male
ANTONE,male
ANTONELLA,female
ANTONELLO,male
ANTONETTA,female
ANTONETTE,female
ANTONI,male
ANTONIA,female
ANTONIE,female
ANTONIETTA,female
ANTONIJA,female
ANTONINA,female
ANTONINO,male
ANTONIO,male
ANTONIUS,male
ANTONO,male
ANTONY,male
ANTTI,male
ANTUN,male
ANTWAN,male
ANUBIS,male
ANUNCIACIÓN,female
ANUPAM,male
ANUSHKA,female
ANWAR,male
ANWEN,female
ANWER,male
ANYA,female
AODH,male
AODHÁN,male
AOIBHEANN,female
AOIBHÍN,female
AOIDE,female
AOIFE,female
AONGHAS,male
AONGHUS,male
APHRA,female
APHRODISIA,female
APHRODISIOS,male
APHRODITE,female
APIKALIA,female
APOLINAR,male
APOLLINAIRE,male
APOLLINARIS,male
APOLLINARIYA,female
APOLLINE,female
APOLLO,male
APOLLODOROS,male
APOLLONIA,female
APOLLONIOS,male
APOLONIA,female
APOLONIJA,female
APOSTOLIS,male
APOSTOLOS,male
APPHIA,female
APPIUS,male
APRIL,female
APRYL,female
AQUILA,male
ARA,female
ARABELLA,female
ARACELI,female
ARACELIS,female
ARACELY,female
ARACHNE,female
ARAGORN,male
ARAMINTA,female
ARAN,female
ARANKA,female
ARANRHOD,female
ARANTXA,female
ARAS,male
ARATA,male
ARAVINDA,male
ARCADIA,female
ARCANGELO,male
ARCELIA,female
ARCHELAUS,male
ARCHIBALD,male
ARCHIE,male
ARCHIMEDES,male
ARCHIPPOS,male
ARDAL,male
ARDASHIR,male
ARDATH,female
ARDELIA,female
ARDELL,female
ARDELLA,female
ARDELLE,female
ARDEN,male
ARDGHAL,male
ARDIS,female
ARDITH,female
ARDUINO,male
ARELI,male
ARES,male
ARETHA,female
ARETHUSA,female
AREVIG,female
ARGELIA,female
ARGENTINA,female
ARGUS,male
ARGYRIS,male
ARGYROS,male
ARI,male
ARIA,female
ARIADNE,female
ARIANA,female
ARIANE,female
ARIANNA,female
ARIANNE,female
ARIANRHOD,female
ARIC,male
ARICA,female
ARIE,female
ARIEL,male
ARIELLA,female
ARIELLE,female
ARIENNE,female
ARIES,male
ARIK,male
ARINA,female
ARISHA,female
ARISTA,female
ARISTIDE,male
ARISTIDES,male
ARISTOCLES,male
ARISTODEMOS,male
ARISTOMACHE,female
ARISTON,male
ARISTOPHANES,male
ARISTOTLE,male
ARISU,female
ARISZTID,male
ARJAN,male
ARJUN,male
ARJUNA,male
ARKADI,male
ARKADIOS,male
ARKADY,male
ARKELL,male
ARLA,female
ARLEAN,female
ARLEEN,female
ARLEN,male
ARLENA,female
ARLENE,female
ARLETHA,female
ARLETTA,female
ARLETTE,female
ARLINDA,female
ARLINE,female
ARLYNE,female
ARMAND,male
ARMANDA,female
ARMANDINA,female
ARMANDO,male
ARMEL,male
ARMELLE,female
ARMIDA,female
ARMIN,male
ARMINDA,female
ARMO,male
ARN,male
ARNALDO,male
ARNAU,male
ARNAUD,male
ARNAUDE,female
ARNDT,male
ARNE,male
ARNETTA,female
ARNETTE,female
ARNIE,male
ARNITA,female
ARNOLD,male
ARNOLDO,male
ARNULFO,male
AROHA,female
AROLDO,male
ARON,male
ÁRON,male
ÁRPÁD,male
ARRIGO,male
ARRON,male
ARSEN,male
ARSENI,male
ARSENIOS,male
ART,male
ARTAIR,male
ARTEMIDOROS,male
ARTEMIS,female
ARTEMISIA,female
ARTEMISIOS,male
ARTHUR,male
ARTIE,female
ARTTU,male
ARTTURI,male
ARTUR,male
ARTÚR,male
ARTURO,male
ARUNDHATI,female
ARVEL,male
ARVID,male
ARVILLA,female
ARVO,male
ARWEN,female
ARYANA,female
ARZU,female
AS'AD,male
ÅSA,female
ASA,male
ASAD,male
ASAF,male
ASAPH,male
ASBJÖRN,male
ÁSDÍS,female
ASDRUBAL,male
ASEEM,male
ASENATH,female
ASH,male
ASHA,female
ASHANTI,female
ASHELY,female
ASHER,male
ASHERAH,female
ASHLEA,female
ASHLEE,female
ASHLEIGH,female
ASHLI,female
ASHLIE,female
ASHLING,female
ASHLY,female
ASHLYN,female
ASHLYNN,female
ASHOK,male
ASHOKA,male
ASHTAD,male
ASHTORETH,female
ASIA,female
ASIM,male
ASKLEPIADES,male
ASKLEPIOS,male
ASLAUG,female
ASLEY,female
ASLI,female
ASLÖG,female
ASLØG,female
ASMA,female
ASPASIA,female
ASPEN,female
ASSUMPCIÓ,female
ASSUMPTA,female
ASSUNTA,female
ASTA,female
ASTAROTH,female
ASTARTE,female
ASTOR,male
ASTRA,female
ASTRAEA,female
ASTRID,female
ASTRITHR,female
ASTROPHEL,male
ASUNCION,female
ASUNCIÓN,female
ASYA,female
ATA,male
ATALANTA,female
ATALLAH,male
ATARA,female
ATARAH,female
ATAULLAH,male
ATEFEH,female
ATHANAS,male
ATHANASIA,female
ATHANASIOS,male
ATHANASIUS,male
ATHELSTAN,male
ATHENA,female
ATHENIAS,female
ATIENO,female
ATILIO,male
ATÍLIO,male
ATIYA,female
ATLAS,male
ATTICUS,male
ATTILA,male
ATTILIO,male
AUBERON,male
AUBREE,female
AUBREY,male
AUDE,female
AUDIE,female
AUDLEY,male
AUDRA,female
AUDREA,female
AUDREY,female
AUDRIA,female
AUDRIE,female
AUDRY,female
AUGUST,male
AUGUSTA,female
AUGUSTE,male
AUGUSTIJN,male
AUGUSTIN,male
AUGUSTINA,female
AUGUSTINE,male
AUGUSTO,male
AUGUSTS,male
AUGUSTUS,male
AUKUSTI,male
AULAY,male
AULUS,male
AUNDREA,female
AUNE,female
AURA,female
AURANGZEB,male
AUREA,female
AUREL,male
AURÈLE,male
AURELIA,female
AURELIANO,male
AURÉLIE,female
AURELIEN,male
AURELIO,male
AURELIUS,male
AUREOLE,female
AURORA,female
AURORE,female
AUSRA,female
AUSTEN,male
AUSTIN,male
AUSTYN,male
AVA,female
AVALON,female
AVDOTYA,female
AVEDIS,male
AVELINA,female
AVELINE,female
AVERILL,male
AVERY,male
AVI,male
AVIA,female
AVICE,female
AVIDAN,male
AVILA,female
AVIRAM,male
AVIS,female
AVISHAI,male
AVITUS,male
AVIV,male
AVIVA,female
AVNER,male
AVRA,female
AVRAHAM,male
AVRAM,male
AVRIL,female
AVRUM,male
AWILDA,female
AWOTWI,male
AWSTIN,male
AXEL,male
AXELLE,female
AYA,female
AYAKO,female
AYALA,female
AYANA,female
AYANNA,female
AYDIN,male
AYELET,female
AYESHA,female
AYGÜL,female
AYISHAH,female
AYLA,female
AYLMER,male
AYN,female
AYO,female
AYOMIDE,female
AYSEL,female
AYSUN,female
AZALEA,female
AZALEE,female
AZAREL,male
AZARIA,male
AZARIAH,male
AZARIAS,male
AZENETH,female
AZIZ,male
AZRAEL,male
AZUBAH,female
AZUCENA,female
AZUOLAS,male
AZURA,female
AZURE,female
AZZIE,female
BAAKO,male
BAAL,male
BABAJIDE,male
BABAK,male
BABAR,male
BABARA,female
BABATUNDE,male
BABER,male
BABETTE,female
BABIRYE,female
BABS,female
BABUR,male
BACCHUS,male
BADR,male
BAHA,male
BAHIGA,female
BAHIJ,male
BAHIJA,female
BAHIYYA,female
BAHMAN,male
BAHRAM,male
BAI,male
BAILA,female
BAILEE,female
BÁIRBRE,female
BAKR,male
BALA,male
BALÁZS,male
BALDASSARE,male
BALDER,male
BALDEV,male
BALDO,male
BALDOMERO,male
BALDRIC,male
BALDUR,male
BALDWIN,male
BALFOUR,male
BÁLINT,male
BALTASAR,male
BALTAZAR,male
BALTHASAR,male
BALTHAZAR,male
BAMBI,female
BANDI,male
BANU,female
BAPTIST,male
BAPTISTE,male
BAQIR,male
BARABAL,female
BARABARA,female
BARAK,male
BARAKAT,male
BARB,female
BARBAR,female
BARBARA,female
BÁRBARA,female
BARBERA,female
BARBIE,female
BARBORA,female
BARBRA,female
BARBRO,female
BARCLAY,male
BARI,female
BARIS,male
BARLAAM,male
BARNA,male
BARNABAS,male
BARNABÁS,male
BARNABÉ,male
BARNABY,male
BARNEY,male
BARRA,male
BARRET,male
BARRETT,male
BARRIE,male
BARRY,male
BART,male
BARTAL,male
BARTEL,male
BARTHÉLÉMY,male
BARTHOLOMAUS,male
BARTHOLOMEW,male
BARTLOMIEJ,male
BARTOLOMÉ,male
BARTOLOMEO,male
BARTON,male
BARTOSZ,male
BARUCH,male
BAS,male
BASAJAUN,male
BASANT,male
BASEMATH,female
BASHE,female
BASHEMATH,female
BASIA,female
BASIL,male
BASILE,male
BASILIA,female
BASILIO,male
BASIM,male
BASMA,female
BASMATH,female
BASSAM,male
BASSEM,male
BASTIAAN,male
BASTIAN,male
BASTIEN,male
BASU,male
BASYA,female
BATHSHEBA,female
BATTISTA,male
BATYA,female
BATYAH,female
BAUDOUIN,male
BAUTISTA,male
BAYLEE,female
BEA,female
BEARACH,male
BEATA,female
BEÁTA,female
BEATE,female
BEATHAG,female
BEATHAN,male
BEATRICE,female
BÉATRICE,female
BEATRIS,female
BEATRIU,female
BEATRIX,female
BEATRIZ,female
BEAU,male
BEAULAH,female
BEAUMONT,male
BEAUREGARD,male
BEAVIS,male
BEBE,female
BÉBHINN,female
BÉBHIONN,female
BÉBINN,female
BECCA,female
BECKA,female
BECKAH,female
BECKI,female
BECKIE,female
BECKY,female
BEDE,male
BEDELIA,female
BEDIVERE,male
BEDRICH,male
BEDROS,male
BEDWYR,male
BEE,female
BEELZEBUB,male
BEHNAM,male
BEHRAM,male
BEHRUZ,male
BÉIBHINN,female
BEILEAG,female
BEITRIS,female
BEKKI,female
BÉLA,male
BELEN,female
BELENUS,male
BELGIN,female
BELI,male
BELIA,female
BELINDA,female
BELKIS,female
BELL,female
BELLA,female
BELLE,female
BELLONA,female
BELPHOEBE,female
BELVA,female
BEN,male
BENAIAH,male
BENCE,male
BENDIKS,male
BENDT,male
BENEDEK,male
BENEDETTA,female
BENEDETTO,male
BENEDICT,male
BENEDICTA,female
BÉNÉDICTE,female
BENEDIKT,male
BENEDIKTA,female
BENEDIKTE,female
BENEDITA,female
BENEDITO,male
BENESH,male
BENGT,male
BENGTA,female
BENIAMINO,male
BENIGNA,female
BENIGNO,male
BENITA,female
BENITO,male
BENJAMIN,male
BENJAMÍN,male
BENJAMINE,female
BENJY,male
BENNETT,male
BENNIE,male
BENNO,male
BENNY,male
BENOIT,male
BENOITE,female
BENSON,male
BENT,male
BENTE,female
BENTLEY,male
BENTO,male
BENTON,male
BENVENUTO,male
BEOWULF,male
BEPPE,male
BER,male
BERACH,male
BERENICE,female
BERGLIOT,female
BERGLJOT,female
BERIT,female
BERJOUHI,female
BERK,male
BERKANT,male
BERKER,male
BERLIN,female
BERNA,female
BERNADETT,female
BERNADETTE,female
BERNADINE,female
BERNARD,male
BERNARDA,female
BERNARDETTA,female
BERNARDINA,female
BERNARDINE,female
BERNARDINO,male
BERNARDO,male
BERNAT,male
BERNÁT,male
BERND,male
BERNEICE,female
BERNETTA,female
BERNHARD,male
BERNICE,female
BERNIE,male
BERNIECE,female
BERNITA,female
BERNT,male
BERT,male
BERTA,female
BERTALAN,male
BERTHA,female
BERTHE,female
BERTHOLD,male
BERTINA,female
BERTÓK,male
BERTOLDO,male
BERTRAM,male
BERTRAND,male
BERTRANDO,male
BERWYN,male
BERYL,female
BESS,female
BESSIE,female
BETH,female
BETHAN,female
BETHANIA,female
BETHANIE,female
BETHANN,female
BETHANY,female
BETHEL,female
BETHNEY,female
BETHUEL,male
BETRYS,female
BETSEY,female
BETSY,female
BETTE,female
BETTIE,female
BETTINA,female
BETTINO,male
BETTY,female
BETTYANN,female
BETTYE,female
BEULA,female
BEULAH,female
BEV,female
BEVAN,male
BEVERLEE,female
BEVERLEY,female
BEVERLY,female
BEVIN,female
BEVIS,male
BEYLKE,female
BHALTAIR,male
BHARAT,male
BHASKAR,male
BHÀTAIR,male
BIAGGIO,male
BIAGINO,male
BIAGIO,male
BIANCA,female
BIBI,female
BIBIANA,female
BICE,female
BICH,female
BIDDY,female
BIDELIA,female
BIENVENIDA,female
BIJAY,male
BIJOY,male
BILE,male
BILGE,female
BILHAH,female
BILL,male
BILLI,female
BILLIE,male
BILLY,male
BILLYE,female
BINDY,female
BINE,female
BINH,male
BINYAMIN,male
BIRDIE,female
BIRGER,male
BIRGIT,female
BIRGITTA,female
BITHIAH,female
BJARNE,male
BJOERN,male
BJÖRN,male
BJORNE,male
BLAANID,female
BLAINE,male
BLAIR,male
BLAISE,male
BLÁITHÍN,female
BLAKE,male
BLANCA,female
BLANCH,female
BLANCHE,female
BLANID,female
BLÁTHNAID,female
BLÁTHNAT,female
BLAZE,male
BLAZEJ,male
BLEJAN,female
BLODEUWEDD,female
BLODEUYN,female
BLODWEN,female
BLONDELL,female
BLONDIE,female
BLOSSOM,female
BLUMA,female
BO,male
BOADICEA,female
BOAZ,male
BOB,male
BOBBI,female
BOBBY,male
BOBBYE,female
BOBETTE,female
BODIL,female
BOGDAN,male
BOGDANA,female
BOGHOS,male
BOGUMIL,male
BOGUSLAW,male
BOHDAN,male
BOHUMIR,male
BOHUSLAV,male
BOHUSLAVA,female
BOIPELO,male
BOITUMELO,female
BOJAN,male
BOJANA,female
BOK,female
BOLANLE,female
BOLDIZSÁR,male
BOLEK,male
BOLESLAV,male
BOLESLAVA,female
BOLESLAW,male
BOLESLAWA,female
BOLIVAR,male
BONAVENTURE,male
BONG,female
BONIFACE,male
BONIFACIO,male
BONIFAZ,male
BONITA,female
BONNIE,female
BONNY,female
BOOKER,male
BOPHA,female
BORA,male
BORBÁLA,female
BORGHILD,female
BORIS,male
BORISLAV,male
BÖRJE,male
BORYA,male
BOSEDE,male
BOSMAT,female
BOTROS,male
BOTUM,female
BOUDICCA,female
BOULOS,male
BOUTROS,male
BOYCE,male
BOYD,male
BOZIDAR,male
BÖZSI,female
BOZYDAR,male
BRACK,male
BRAD,male
BRADEN,male
BRADFORD,male
BRADLEY,male
BRADLY,male
BRADY,male
BRAEDEN,male
BRAELYN,female
BRAHMA,male
BRAIDEN,male
BRAIDY,male
BRAIN,male
BRAITH,female
BRAM,male
BRAN,male
BRAND,male
BRANDA,female
BRANDE,female
BRANDEE,female
BRANDEN,male
BRANDI,female
BRANDIE,female
