name,library_system,latitude,longitude,address,city,zip_code,county,phone
Billie Jean King Main Library,Long Beach Public Library,33.76923,-118.19438,200 W. Broadway,Long Beach,90802,Los Angeles,(562) 570-7500
Los Altos Branch Library,Long Beach Public Library,33.79337,-118.12254,5614 Britton Dr.,Long Beach,90815,Los Angeles,(562) 570-1045
Mark Twain Branch Library,Long Beach Public Library,33.78289,-118.17343,1401 E. Anaheim St.,Long Beach,90813,Los Angeles,(562) 570-1046
Michelle Obama Neighborhood Library,Long Beach Public Library,33.86153,-118.18458,5870 Atlantic Ave.,Long Beach,90805,Los Angeles,(562) 570-1047
Monrovia Public Library,Monrovia Public Library,34.1486,-118.00223,321 S. Myrtle Ave.,Monrovia,91016,Los Angeles,(626) 256-8274
Monterey Park Bruggemeyer Library,Monterey Park Bruggemeyer Library,34.059,-118.12484,318 S. Ramona Avenue,Monterey Park,91754,Los Angeles,(626) 307-1418
El Salvador Community Center,Santa Ana,33.7518,-117.89446,1825 W Civic Center,Santa Ana,92703,Orange,(714) 647-5296
Garfield Community Center,Santa Ana Public Library,33.74907,-117.86042,501 N. Lacy St,Santa Ana,92701,Orange,(714) 571-4278
Jerome Teenspace,Santa Ana Public Library,33.73742,-117.89881,726 S. Center St.,Santa Ana,92704,Orange,(714) 647-6559
Newhope Library Learning Center,Santa Ana Public Library,33.74589,-117.92916,122 N. Newhope,Santa Ana,92703,Orange,(714) 647-5197
Roosevelt-Walker Community Center,Santa Ana Public Library,33.74231,-117.8573,816 Chestnut Ave.,Santa Ana,92701,Orange,(714) 571-4229
Santa Ana Public Library,Santa Ana Public Library,33.75114,-117.87317,26 Civic Center Plaza,Santa Ana,92701,Orange,(714) 647-5267
Santa Fe Springs City Library,Santa Fe Springs City Library,33.94629,-118.08372,11700 E. Telegraph Rd.,Santa Fe Springs,90670,Los Angeles,(562) 868-7738
William C. Gordon Learning Center,Santa Fe Springs City Library,33.95878,-118.08545,9255 Pioneer Blvd,Santa Fe Springs,90670,Los Angeles,(562) 692-0261
Sierra Madre Public Library,Sierra Madre Public Library,34.16148,-118.06201,440 W. Sierra Madre Blvd.,Sierra Madre,91024,Los Angeles,(626) 355-7186
Signal Hill Public Library,Signal Hill Public Library,33.79682,-118.16962,1780 East Hill St.,Signal Hill,90755,Los Angeles,(562) 989-7323
Transit Depot,Whittier Public Library,33.97453,-118.04031,7333 Greenleaf Avenue,Whittier,90602,Los Angeles,(562) 567-9900
Whittier Public Library,Whittier Public Library,33.97405,-118.03949,7344 S. Washington Ave.,Whittier,90602,Los Angeles,(562) 567-9900
Whittwood Branch Library,Whittier Public Library,33.93982,-117.99359,10537 Santa Gertrudes Ave.,Whittier,90603,Los Angeles,(562) 567-9950
